Ins1	Rot1	Ins2	Rot2	Ins3	Rot3	X	Y	Z
0	-90	0	45	160	-90	0.5433616865827269	-1.2614455752649734	118.99357185934934
0	-90	0	45	160	-45	1.6562886504361358	-3.319260006935795	128.60733760278833
0	-90	0	45	160	0	3.4797118958069473	-3.1033606336759627	136.2749195825039
0	-90	0	45	160	45	3.9072828172641083	-1.0263793415583078	142.55808041277385
0	-90	0	45	160	90	2.163272828703878	0.841297051161126	147.66841126493125
0	-90	0	45	200	-90	0.9808498542044481	-1.8293511402275384	160.03185744224902
0	-90	0	45	200	-45	2.0170796452407176	-3.8002620610260225	169.61787754447872
0	-90	0	45	200	0	3.798639319749416	-3.448682860940254	177.20668181168688
0	-90	0	45	200	45	4.155722831302784	-1.2238569632309368	183.35410210429467
0	-90	0	45	200	90	2.297933627351259	0.7533077343179706	188.30988252706157
0	-90	0	45	240	-90	0.7669217985505186	-1.466765013767876	192.1769018114615
0	-90	0	45	240	-45	1.602469139073377	-3.100884142638127	194.95526116961764
0	-90	0	45	240	0	3.27136264691058	-2.501155880950142	197.05785798998235
0	-90	0	45	240	45	3.552452531319209	-0.12336195513000492	198.76572527453519
0	-90	0	45	240	90	1.6429222450144925	1.9064491973263302	200.14873850783272
0	-90	0	90	0	-90	-0.9999999997270567	-3.4803610645644476e-10	0.6522870755800797
0	-90	0	90	0	-45	-0.9999999997816453	-2.784288851651558e-10	0.7218296604640638
0	-90	0	90	0	0	-0.9999999998253162	-2.2274310813212464e-10	0.7774637283712511
0	-90	0	90	0	45	-0.9999999998602529	-1.781944865056997e-10	0.821970982697001
0	-90	0	90	0	90	-0.9999999998882023	-1.4255558920455975e-10	0.8575767861576008
0	-90	0	90	40	-90	-1.3554393576422479	-1.1773727452623535	8.981263156513974
0	-90	0	90	40	-45	-0.6082292107676219	-2.0824326905303865	15.427284730343848
0	-90	0	90	40	0	0.502551810221116	-1.8835891101667412	20.64256023815699
0	-90	0	90	40	45	0.9293543563686171	-0.829152960877866	25.161911207673214
0	-90	0	90	40	90	0.211677111234007	0.11332052172079154	28.682378552200525
0	-90	0	90	80	-90	-0.9596702838830682	-1.5786380800759585	39.829012543664376
0	-90	0	90	80	-45	0.017949317603074832	-2.9007179399555993	48.49343397942041
0	-90	0	90	80	0	1.746482523054799	-2.2329913159050125	55.52459220990268
0	-90	0	90	80	45	2.197981927822509	0.07283536437544269	61.405562736902425
0	-90	0	90	80	90	0.6213142532613158	2.0438345755799014	66.2214748634613
0	-90	0	90	120	-90	-0.3344699480593937	-0.5064895771541167	78.30353841538698
0	-90	0	90	120	-45	0.8113920559546354	-2.4837826845082516	87.70933719469217
0	-90	0	90	120	0	2.6617776510292463	-2.2863644316255503	95.25911003069292
0	-90	0	90	120	45	3.1640453789641736	-0.3005473103503169	101.50571679617799
0	-90	0	90	120	90	1.56576758899884	1.4587095480972219	106.6306320155973
0	-90	0	90	160	-90	0.543361641999923	-1.261445446967825	118.99357186487775
0	-90	0	90	160	-45	1.6562888584183029	-3.319259984665475	128.60733759548796
0	-90	0	90	160	0	3.4797120341181658	-3.103360711454182	136.27491956804573
0	-90	0	90	160	45	3.907282801614721	-1.0263793509910437	142.55808041375502
0	-90	0	90	160	90	2.163272944235541	0.8412970798017145	147.6684112588669
0	-90	0	90	200	-90	0.980849786463305	-1.8293505441020912	160.03185746910154
0	-90	0	90	200	-45	2.0170799171067992	-3.800261884438979	169.61787754463558
0	-90	0	90	200	0	3.798639822345512	-3.448681741909739	177.2066818575906
0	-90	0	90	200	45	4.155723270986099	-1.2238557972575679	183.35410213369815
0	-90	0	90	200	90	2.2979340135716315	0.7533086198402108	188.30988253434703
0	-90	0	90	240	-90	0.7669220907995025	-1.4667643700304258	192.1769018335445
0	-90	0	90	240	-45	1.6024696890003203	-3.1008836374261524	194.95526118304176
0	-90	0	90	240	0	3.27136295152561	-2.5011556691575563	197.05785798731486
0	-90	0	90	240	45	3.552452877771869	-0.12336162208965451	198.76572527040557
0	-90	0	90	240	90	1.6429226854722192	1.9064494823585294	200.1487384971244
0	-90	40	-90	0	-90	0.4048755267039492	0.10061095696294564	168.4369016734161
0	-90	40	-90	0	-45	-0.5914634332277975	-1.349739609642914	142.9352777255059
0	-90	40	-90	0	0	-1.389195441852171	-2.508771657529353	122.44813200587905
0	-90	40	-90	0	45	-2.0261491187223557	-3.432598888975778	106.00285760851895
0	-90	40	-90	0	90	-2.5340452811880607	-4.168103586937065	92.81077953681435
0	-90	40	-90	40	-90	-2.8412726718975057	-4.559104160753034	82.26658409709314
0	-90	40	-90	40	-45	-2.5262962867709686	-4.848167052619031	73.86481698754699
0	-90	40	-90	40	0	-2.002610674315288	-4.594100211270719	67.23103476757963
0	-90	40	-90	40	45	-1.8572745189790087	-3.9026830310665033	61.9781215629511
0	-90	40	-90	40	90	-2.3025852313043775	-3.321533575950009	57.746566307364745
0	-90	40	-90	80	-90	-4.3733696619426325	-7.302297667834397	61.63100899690247
0	-90	40	-90	80	-45	-4.394773372760419	-10.406432974325721	64.76619109681121
0	-90	40	-90	80	0	-3.6332467093729703	-11.50201464026494	67.63470449063885
0	-90	40	-90	80	45	-3.8404457195936565	-11.333646969059277	70.9190990024582
0	-90	40	-90	80	90	-5.629440487077673	-10.84909286445531	72.96581370516614
0	-90	40	-90	120	-90	-8.657060055278533	-16.563887453787974	80.96558004867316
0	-90	40	-90	120	-45	-8.934775535200412	-21.01317668093604	87.40529903851247
0	-90	40	-90	120	0	-8.183672305687766	-22.83049708105697	93.26832346862604
0	-90	40	-90	120	45	-8.655865775381821	-22.52797873682775	98.50669844824094
0	-90	40	-90	120	90	-11.141513986171859	-22.14841549537698	102.43168241126617
0	-90	40	-90	160	-90	-14.248569585691852	-27.965713551585726	111.98457845752709
0	-90	40	-90	160	-45	-14.59804679884911	-32.51654229482877	119.74878660346134
0	-90	40	-90	160	0	-13.885979779780914	-34.385372039337014	126.62689858040646
0	-90	40	-90	160	45	-14.400214953328364	-34.11049502415483	132.61749828519356
0	-90	40	-90	160	90	-16.929063171683147	-33.78006928706936	137.20995170965298
0	-90	40	-90	200	-90	-20.069017106927703	-39.65121388455516	147.33077568286635
0	-90	40	-90	200	-45	-20.447129721765666	-44.2470155648515	155.5610771544221
0	-90	40	-90	200	0	-19.758040464638583	-46.14910411516666	162.80199745492374
0	-90	40	-90	200	45	-20.289008723997622	-45.89730215763231	169.073411083301
0	-90	40	-90	200	90	-22.83232456373974	-45.587054039498625	173.8972301804358
0	-90	40	-90	240	-90	-24.791739390437133	-49.09634884402104	176.67932944905857
0	-90	40	-90	240	-45	-24.225703029903844	-51.8038577762396	179.04167362361676
0	-90	40	-90	240	0	-22.780652190347592	-52.194592561084875	181.58518985562333
0	-90	40	-90	240	45	-22.706197467264527	-50.73249311804223	184.09624231348525
0	-90	40	-90	240	90	-24.765516948339382	-49.45401082029166	185.9131224863284
0	-90	40	-45	0	-90	-19.178303723201	-40.93745582062255	156.9228770752
0	-90	40	-45	0	-45	-14.701452029701226	-34.1070558918926	133.64559470784633
0	-90	40	-45	0	0	-11.119766672392151	-28.634737852526477	114.96829608974929
0	-90	40	-45	0	45	-8.256519653010812	-24.253302217771964	99.99063977128495
0	-90	40	-45	0	90	-5.968408335629451	-20.746639304885214	87.98550996052539
0	-90	40	-45	40	-90	-4.8164981267481215	-17.793679132653978	78.44589872827977
0	-90	40	-45	40	-45	-3.3342291712701995	-15.397836341837113	70.78306352193526
0	-90	40	-45	40	0	-1.8760632011728513	-12.99775678474987	64.73292931972378
0	-90	40	-45	40	45	-0.9810735227811138	-10.597611259208874	59.989977743369835
